epoch,train_accuracy,test_accuracy,train_loss,weight_norm
6050,1.0,0.8975557684898376,0.020364973694086075,101.43742370605469
6100,1.0,0.8988310098648071,0.019968992099165916,101.48193359375
6150,1.0,0.9015940427780151,0.019591383635997772,101.52738189697266
6200,1.0,0.9060573577880859,0.01921432837843895,101.57227325439453
6250,1.0,0.9077576994895935,0.01884923316538334,101.61750030517578
6300,1.0,0.9096705913543701,0.018505413085222244,101.66375732421875
6350,1.0,0.91200852394104,0.018172722309827805,101.71416473388672
6400,1.0,0.9149840474128723,0.01784355938434601,101.76565551757812
6450,1.0,0.9164718389511108,0.0175207257270813,101.81655883789062
6500,1.0,0.9188097715377808,0.0172035600990057,101.86781311035156
6550,1.0,0.9194474220275879,0.016897588968276978,101.91968536376953
6600,1.0,0.9207226634025574,0.01659700646996498,101.97206115722656
6650,1.0,0.9232730865478516,0.016298983246088028,102.02473449707031
6700,1.0,0.9249734282493591,0.016002435237169266,102.07698822021484
6750,1.0,0.9277364611625671,0.015709808096289635,102.12733459472656
6800,1.0,0.9287991523742676,0.015422482043504715,102.1759033203125
6850,1.0,0.929861843585968,0.01514231227338314,102.222900390625
6900,1.0,0.9319872260093689,0.0148687232285738,102.27023315429688
6950,1.0,0.9341126680374146,0.01460604090243578,102.3162612915039
7000,1.0,0.935175359249115,0.01434652041643858,102.36038970947266
7050,1.0,0.9368756413459778,0.014093635603785515,102.40386962890625
7100,1.0,0.9381508827209473,0.013847722671926022,102.44761657714844
7150,1.0,0.9387885332107544,0.013610387220978737,102.49273681640625
7200,1.0,0.9402763247489929,0.013369018211960793,102.5403823852539
7250,1.0,0.9415515661239624,0.013143159449100494,102.58908081054688
7300,1.0,0.9441020488739014,0.0129226790741086,102.64083099365234
7350,1.0,0.9449521899223328,0.012705856002867222,102.69451904296875
7400,1.0,0.9458023309707642,0.012494359165430069,102.7513198852539
7450,1.0,0.9475026726722717,0.012282190844416618,102.81044006347656
7500,1.0,0.9485653638839722,0.012075022794306278,102.87028503417969
7550,1.0,0.9492029547691345,0.011872699484229088,102.93065643310547
7600,1.0,0.9515408873558044,0.011673439294099808,102.99028015136719
7650,1.0,0.953028678894043,0.011479721404612064,103.04916381835938
7700,1.0,0.9536663293838501,0.01129024289548397,103.10770416259766
7750,1.0,0.9540913701057434,0.011108740232884884,103.16693878173828
7800,1.0,0.9555791616439819,0.010930531658232212,103.2283935546875
7850,1.0,0.955791711807251,0.010756364092230797,103.29067993164062
7900,1.0,0.9553666114807129,0.010586160235106945,103.35384368896484
7950,1.0,0.9568544030189514,0.010416304692626,103.41891479492188
8000,1.0,0.9574920535087585,0.010245400480926037,103.4853744506836
8050,1.0,0.958767294883728,0.010073480196297169,103.55258178710938
8100,1.0,0.9604675769805908,0.009903070516884327,103.6168441772461
8150,1.0,0.9606801271438599,0.009735948406159878,103.68080139160156
8200,1.0,0.9613177180290222,0.00957352202385664,103.74327850341797
8250,1.0,0.9625929594039917,0.009413321502506733,103.8060073852539
8300,1.0,0.9630180597305298,0.009254228323698044,103.86815643310547
8350,1.0,0.9642933011054993,0.009092733263969421,103.92897033691406
8400,1.0,0.9649309515953064,0.008935831487178802,103.9875259399414
8450,1.0,0.9655685424804688,0.00878663919866085,104.04432678222656
8500,1.0,0.9662061929702759,0.008638529106974602,104.10188293457031
8550,1.0,0.9668437838554382,0.008493841625750065,104.15945434570312
8600,1.0,0.9676939249038696,0.00835054088383913,104.21755981445312
8650,1.0,0.9685441255569458,0.008211254142224789,104.27510833740234
8700,1.0,0.9693942666053772,0.008074707351624966,104.33292388916016
8750,1.0,0.9693942666053772,0.007942690514028072,104.39105224609375
8800,1.0,0.9702444076538086,0.007814680226147175,104.45006561279297
8850,1.0,0.9702444076538086,0.007685569580644369,104.50990295410156
8900,1.0,0.9717321991920471,0.007556843105703592,104.56859588623047
8950,1.0,0.9727948904037476,0.007427462842315435,104.62686157226562
9000,1.0,0.9734325408935547,0.007302728481590748,104.68315887451172
9050,1.0,0.9725823402404785,0.007183589972555637,104.73822784423828
9100,1.0,0.9734325408935547,0.007068788167089224,104.79388427734375
9150,1.0,0.974070131778717,0.0069561912678182125,104.85211181640625
9200,1.0,0.9744952321052551,0.006844658404588699,104.91294860839844
9250,1.0,0.9744952321052551,0.006735282484441996,104.97415161132812
9300,1.0,0.974070131778717,0.006628534756600857,105.03653717041016
9350,1.0,0.9749202728271484,0.006523222662508488,105.10071563720703
9400,1.0,0.9749202728271484,0.006419403478503227,105.16565704345703
9450,1.0,0.9751328229904175,0.006317608989775181,105.23214721679688
9500,1.0,0.9753453731536865,0.0062186443246901035,105.29964447021484
9550,1.0,0.9761955142021179,0.006123830564320087,105.36698150634766
9600,1.0,0.976620614528656,0.006028839852660894,105.43669128417969
9650,1.0,0.9770457148551941,0.005936401430517435,105.50698852539062
9700,1.0,0.9759830236434937,0.005845074541866779,105.57774353027344
9750,1.0,0.9759830236434937,0.00575619051232934,105.65013885498047
9800,1.0,0.976620614528656,0.005666628479957581,105.72361755371094
9850,1.0,0.9761955142021179,0.0055774240754544735,105.79744720458984
9900,1.0,0.9761955142021179,0.005489731673151255,105.87032318115234
9950,1.0,0.976620614528656,0.005404683295637369,105.94273376464844
10000,1.0,0.976408064365387,0.005322386045008898,106.01617431640625
10050,1.0,0.9776833057403564,0.005240407306700945,106.09072875976562
10100,1.0,0.9772582650184631,0.005157890263944864,106.16502380371094
10150,1.0,0.9778958559036255,0.005079085007309914,106.2385025024414
10200,1.0,0.9774707555770874,0.00500085111707449,106.31356048583984
10250,1.0,0.9770457148551941,0.004923523869365454,106.3896484375
10300,1.0,0.9776833057403564,0.004845752380788326,106.46607971191406
10350,1.0,0.9778958559036255,0.004767520818859339,106.54181671142578
10400,1.0,0.9785334467887878,0.004691903945058584,106.61649322509766
10450,1.0,0.9795961976051331,0.004616330843418837,106.6905746459961
10500,1.0,0.9798086881637573,0.004541657865047455,106.76457977294922
10550,1.0,0.9802337884902954,0.004470165818929672,106.83687591552734
10600,1.0,0.9808714389801025,0.004400825593620539,106.90887451171875
10650,1.0,0.9810839295387268,0.004331815522164106,106.9814453125
10700,1.0,0.9808714389801025,0.004263356328010559,107.05482482910156
10750,1.0,0.9810839295387268,0.004196550697088242,107.12744140625
10800,1.0,0.9817215800285339,0.004131572786718607,107.19939422607422
10850,1.0,0.9817215800285339,0.004066947381943464,107.27201843261719
10900,1.0,0.981934130191803,0.004002799279987812,107.34530639648438
10950,1.0,0.9823591709136963,0.003938944544643164,107.418212890625
11000,1.0,0.9829968214035034,0.0038755086716264486,107.48983764648438
11050,1.0,0.9827842712402344,0.003813310991972685,107.56045532226562
11100,1.0,0.9832093715667725,0.003751776646822691,107.63069152832031
11150,1.0,0.9825717210769653,0.0036923731677234173,107.70040130615234
11200,1.0,0.9834218621253967,0.00363264512270689,107.77275085449219
11250,1.0,0.9832093715667725,0.003574254224076867,107.84500122070312
11300,1.0,0.9834218621253967,0.0035159564577043056,107.91795349121094
11350,1.0,0.9840595126152039,0.003458963707089424,107.99128723144531
11400,1.0,0.9844846129417419,0.003402595641091466,108.06489562988281
11450,1.0,0.9859723448753357,0.0033461886923760176,108.13926696777344
11500,1.0,0.9861848950386047,0.0032886494882404804,108.21269226074219
11550,1.0,0.9868225455284119,0.0032327130902558565,108.28270721435547
11600,1.0,0.9870350956916809,0.0031776900868862867,108.35054779052734
11650,1.0,0.9876726865768433,0.0031235164497047663,108.41785430908203
11700,1.0,0.9878852367401123,0.0030707530677318573,108.48219299316406
11750,1.0,0.9889479279518127,0.0030184665229171515,108.54463195800781
11800,1.0,0.9900106191635132,0.002966557629406452,108.60401916503906
11850,1.0,0.9904357194900513,0.0029158303514122963,108.66153717041016
11900,1.0,0.9908607602119446,0.0028661859687417746,108.71827697753906
11950,1.0,0.9914984107017517,0.0028169131837785244,108.77349090576172
12000,1.0,0.9917109608650208,0.0027682024519890547,108.82797241210938
12050,1.0,0.9921360015869141,0.0027198672760277987,108.88080596923828
12100,1.0,0.9921360015869141,0.0026719688903540373,108.93148803710938
12150,1.0,0.9929862022399902,0.0026261478196829557,108.98001098632812
12200,1.0,0.9929862022399902,0.0025824992917478085,109.02780151367188
12250,1.0,0.9927736520767212,0.0025406552013009787,109.07508850097656
12300,1.0,0.9934112429618835,0.002499480964615941,109.12346649169922
12350,1.0,0.9938363432884216,0.0024593821726739407,109.17439270019531
12400,1.0,0.9934112429618835,0.0024207814130932093,109.22628784179688
12450,1.0,0.9940488934516907,0.002382516162469983,109.28157806396484
12500,1.0,0.9940488934516907,0.0023447424173355103,109.33732604980469
12550,1.0,0.9938363432884216,0.0023076548241078854,109.39360809326172
12600,1.0,0.9940488934516907,0.0022720727138221264,109.4506607055664
12650,1.0,0.9936237931251526,0.002236216329038143,109.50959014892578
12700,1.0,0.9934112429618835,0.002200858201831579,109.5688705444336
12750,1.0,0.9942614436149597,0.0021664584055542946,109.62925720214844
